election,state_reg,mimu_stregpcode,mimu_stregname,mimu_dspcode,mimu_dsname,mimu_twpcode,mimu_twname,ser_num,mimu_plcode,cons_num,dstot_eligv,dstot_ticketv,dstot_earlyv,dstot_totalv,dstot_pctv,dstot_invv,dstot_lostv,dstot_invlostv,cand_name,cand_party,dstot_val_ticketv,dstot_val_earlyv,dstot_val_totalv,cand_pctvalv,lu_name,lu_state,lu_consnm,lu_par,lu_gen,lu_byr,lu_age,lu_occ,lu_occrecode,lu_edu,lu_edurecode,lu_deg,lu_hideg,lu_nat,lu_rel,lu_wdvill,lu_urbrur,lu_vlnum,lu_fat,lu_fatnat,lu_fatrel,lu_mot,lu_motnat,lu_motrel
Pyithu Hluttaw,Bago,,,,,,,94,MMR007006,Kyauktaga ,177425,107253,5389,112642,63.49,7738,73,7811,U Myint Thein,National Democratic Force (NDF),2308,87,2395,0.0228,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Pyithu Hluttaw,Bago,,,,,,,94,MMR007006,Kyauktaga ,177425,107253,5389,112642,63.49,7738,73,7811,Daw Hla Hla Oo,National Unity Party (NUP),3416,194,3610,0.0344,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Pyithu Hluttaw,Bago,,,,,,,94,MMR007006,Kyauktaga ,177425,107253,5389,112642,63.49,7738,73,7811,U Than Aung,Myanmar Farmer Development Party,1485,82,1567,0.0149,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Pyithu Hluttaw,Bago,,,,,,,95,MMR007007,Daik-U,143401,88776,5680,94456,65.87,5800,147,5947,U Kyaw Swar Soe,Myanmar Farmer Development Party,4632,216,4848,0.0548,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Pyithu Hluttaw,Bago,,,,,,,95,MMR007007,Daik-U,143401,88776,5680,94456,65.87,5800,147,5947,U Kyi Linn,National Development Party,1646,47,1693,0.0191,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Pyithu Hluttaw,Bago,,,,,,,95,MMR007007,Daik-U,143401,88776,5680,94456,65.87,5800,147,5947,U Tin Kyi,National Unity Party (NUP),1526,90,1616,0.0183,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Pyithu Hluttaw,Bago,,,,,,,95,MMR007007,Daik-U,143401,88776,5680,94456,65.87,5800,147,5947,Daw Phyu Phyu Ou,Federal Union Party (FUP),1030,40,1070,0.0121,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Pyithu Hluttaw,Bago,,,,,,,95,MMR007007,Daik-U,143401,88776,5680,94456,65.87,5800,147,5947,U Phone Myint Aung,National League for Democracy (NLD),55476,3049,58525,0.6612,U Phone Myint Aung,Bago Region,Daik-U,National League for Democracy (NLD),M,1973,42,Private Teacher,Own Business,B.Sc(Phys;),,B.Sc,Bachelor,Bamar,Buddhist,Ka Tote Phayar Gyi Village Tract,Rural,1496,U Soe Tint,Bamar,Buddhist,Daw Htar Sein @ Daw Swal Ei,Bamar,Buddhist
Pyithu Hluttaw,Bago,,,,,,,95,MMR007007,Daik-U,143401,88776,5680,94456,65.87,5800,147,5947,U Min Swe,Union Solidarity and Development Party (USDP),16500,2086,18586,0.21,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Pyithu Hluttaw,Bago,,,,,,,95,MMR007007,Daik-U,143401,88776,5680,94456,65.87,5800,147,5947,Daw Myint Myint Yi(b) Daw Mi Mi ,National Democratic Force (NDF),1745,133,1878,0.0212,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Pyithu Hluttaw,Bago,,,,,,,95,MMR007007,Daik-U,143401,88776,5680,94456,65.87,5800,147,5947,U Myint Wai,Union Farmer Force Party,274,19,293,0.0033,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Pyithu Hluttaw,Bago,,,,,,,96,MMR007008,Shwegyin,67192,43824,2748,46572,69.31,2621,51,2672,U Khin Mg Thein,National Development Party,1112,53,1165,0.0265,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Pyithu Hluttaw,Bago,,,,,,,96,MMR007008,Shwegyin,67192,43824,2748,46572,69.31,2621,51,2672,U Saw Thalay Saw,National League for Democracy (NLD),21372,695,22067,0.5027,U Saw Thalay Saw,Bago Region,Shwegyin,National League for Democracy (NLD),M,1984,32,High Grade Pleader,Own Business,LL.B (Law),,LL.B,Bachelor,Kayin,Christian,No (9) Ward ? Lashio,Urban  ,5263,U Saw Htee Lo,Kayin,Christian,Daw Naw May May Phaw,Kayin,Christian
Pyithu Hluttaw,Bago,,,,,,,96,MMR007008,Shwegyin,67192,43824,2748,46572,69.31,2621,51,2672,U Mg Mg,Myanmar Farmer Development Party,2100,61,2161,0.0492,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Pyithu Hluttaw,Bago,,,,,,,96,MMR007008,Shwegyin,67192,43824,2748,46572,69.31,2621,51,2672,U Hla Min,Union Solidarity and Development Party (USDP),14130,1770,15900,0.3622,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Pyithu Hluttaw,Bago,,,,,,,96,MMR007008,Shwegyin,67192,43824,2748,46572,69.31,2621,51,2672,U Thein Lwin,National Unity Party (NUP),2487,120,2607,0.0594,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Pyithu Hluttaw,Bago,,,,,,,97,MMR007009,Taungoo,181289,124796,9693,134489,74.18,10698,352,11050,U Kyaw Soe Moe,Myanmar Farmer Development Party,4028,196,4224,0.0342,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Pyithu Hluttaw,Bago,,,,,,,97,MMR007009,Taungoo,181289,124796,9693,134489,74.18,10698,352,11050,Dr. Kyaw Oo,Union Solidarity and Development Party (USDP),34018,3481,37499,0.30385,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Pyithu Hluttaw,Bago,,,,,,,97,MMR007009,Taungoo,181289,124796,9693,134489,74.18,10698,352,11050,U Khin Mg Than,National League for Democracy (NLD),72330,4287,76617,0.6207,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Pyithu Hluttaw,Bago,,,,,,,97,MMR007009,Taungoo,181289,124796,9693,134489,74.18,10698,352,11050,U Win Nyunt,National Development Party,2599,94,2693,0.0218,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Pyithu Hluttaw,Bago,,,,,,,97,MMR007009,Taungoo,181289,124796,9693,134489,74.18,10698,352,11050,U Thein Myint,People's Party of Myanmar Farmers and Workers,1049,78,1127,0.0091,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Pyithu Hluttaw,Bago,,,,,,,97,MMR007009,Taungoo,181289,124796,9693,134489,74.18,10698,352,11050,Daw Ei Mon Htway,National Unity Party (NUP),1152,127,1279,0.0104,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Pyithu Hluttaw,Bago,,,,,,,98,MMR007010,Yedashe,148009,98202,5564,103766,70.11,5740,221,5961,U Kyi Moe Naing,National League for Democracy (NLD),42919,2133,45052,0.4606,U Kyi Moe Naing,Bago Region,Yedashe,National League for Democracy (NLD),M,1965,50,Computer & Mobile Phone,Own Business,(B.E - Petroleum),,B.E,Bachelor,Bamar,Buddhist,"Sin Su Ward ,Thargaya Village Tract",Rural,1001,U Mya Maung,Bamar,Buddhist,Daw Ahmar,Bamar,Buddhist
Pyithu Hluttaw,Bago,,,,,,,98,MMR007010,Yedashe,148009,98202,5564,103766,70.11,5740,221,5961,U Khin Mg Htway,National Unity Party (NUP),5918,318,6236,0.0638,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Pyithu Hluttaw,Bago,,,,,,,98,MMR007010,Yedashe,148009,98202,5564,103766,70.11,5740,221,5961,U Min Gaung,National Democratic Force (NDF),1674,98,1772,0.0181,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Pyithu Hluttaw,Bago,,,,,,,98,MMR007010,Yedashe,148009,98202,5564,103766,70.11,5740,221,5961,U Myint Aye,Myanmar Farmer Development Party,2213,89,2302,0.0235,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Pyithu Hluttaw,Bago,,,,,,,98,MMR007010,Yedashe,148009,98202,5564,103766,70.11,5740,221,5961,U Win Myint,Union Solidarity and Development Party (USDP),35706,2737,38443,0.3931,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Pyithu Hluttaw,Bago,,,,,,,98,MMR007010,Yedashe,148009,98202,5564,103766,70.11,5740,221,5961,U That Tun,People's Party of Myanmar Farmers and Workers,1211,86,1297,0.0133,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Pyithu Hluttaw,Bago,,,,,,,98,MMR007010,Yedashe,148009,98202,5564,103766,70.11,5740,221,5961,U Thein Tun Win,National Development Party,2607,96,2703,0.0276,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Pyithu Hluttaw,Bago,,,,,,,99,MMR007011,Kyaukkyi,74147,49266,2180,51446,69.38,4754,387,5141,U Saw Aung Than,Kayin People Party,3036,85,3121,0.0674,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Pyithu Hluttaw,Bago,,,,,,,99,MMR007011,Kyaukkyi,74147,49266,2180,51446,69.38,4754,387,5141,U Nyan Swe Lin,National Unity Party (NUP),6281,289,6570,0.1419,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Pyithu Hluttaw,Bago,,,,,,,99,MMR007011,Kyaukkyi,74147,49266,2180,51446,69.38,4754,387,5141,U Nan Win Lay,Myanmar Farmer Development Party,2992,67,3059,0.0661,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Pyithu Hluttaw,Bago,,,,,,,99,MMR007011,Kyaukkyi,74147,49266,2180,51446,69.38,4754,387,5141,U Myint Ngwe,National League for Democracy (NLD),16961,563,17524,0.3784,U Myint Ngwe,Bago Region,Kyaukkyi,National League for Democracy (NLD),M,1963,52,Retire of Education Department,Retired (Gov),B.A?J.A.T.C,,B.A,Bachelor,Bamar,Buddhist,Nyaung Pin Thar Village Tract,Rural,1843,U Than Taung,Bamar,Buddhist,Daw Kyi,Bamar,Buddhist
Pyithu Hluttaw,Bago,,,,,,,99,MMR007011,Kyaukkyi,74147,49266,2180,51446,69.38,4754,387,5141,U Myint Ohn,Union Solidarity and Development Party (USDP),14855,1176,16031,0.3462,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Pyithu Hluttaw,Bago,,,,,,,100,MMR007012,Phyu,189204,120364,5655,126019,66.6,9301,559,9860,U Ko Ko Kyaw,Individual,9523,558,10081,0.0868,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Pyithu Hluttaw,Bago,,,,,,,100,MMR007012,Phyu,189204,120364,5655,126019,66.6,9301,559,9860,Daw Tin Mar Win,National Democratic Force (NDF),1637,54,1691,0.0146,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Pyithu Hluttaw,Bago,,,,,,,100,MMR007012,Phyu,189204,120364,5655,126019,66.6,9301,559,9860,Daw Nan Khin Oo,National Unity Party (NUP),2630,88,2718,0.0234,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Pyithu Hluttaw,Bago,,,,,,,100,MMR007012,Phyu,189204,120364,5655,126019,66.6,9301,559,9860,Daw Nan San San Yu,Myanmar Farmer Development Party,1481,48,1529,0.0132,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Pyithu Hluttaw,Bago,,,,,,,100,MMR007012,Phyu,189204,120364,5655,126019,66.6,9301,559,9860,Daw Myat Nu Khaing,Individual,1170,27,1197,0.0103,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Pyithu Hluttaw,Bago,,,,,,,100,MMR007012,Phyu,189204,120364,5655,126019,66.6,9301,559,9860,Thuya U Shwe Man,Union Solidarity and Development Party (USDP),41048,3125,44173,0.3803,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Pyithu Hluttaw,Bago,,,,,,,100,MMR007012,Phyu,189204,120364,5655,126019,66.6,9301,559,9860,U Than Nyut,National League for Democracy (NLD),53140,1630,54770,0.4715,U Than Nyut,Bago Region,Phyu,National League for Democracy (NLD),M,1949,66,Trader,Own Business,B.A,,B.A,Bachelor,Bamar,Buddhist,Oak Phat Ward,Urban  ,211,U Khin,Bamar,Buddhist,Daw Hmwe,Bamar,Buddhist
Pyithu Hluttaw,Bago,,,,,,,101,MMR007013,Oktwin,114798,75959,3424,79383,69.15,3729,82,3811,Daw Cho Cho,National League for Democracy (NLD),42778,1572,44350,0.5869,Daw Cho Cho,Bago Region,Oktwin,National League for Democracy (NLD),F,1965,50," ( Rice Miller,Rice, Bean.)",Business Owner,B.Com,,B.Com,Bachelor,Bamar,Buddhist,Ward (2) Nyaung Chay Hatuk,Urban  ,963,U Nyi Pu,Bamar,Buddhist,Daw Nyo,Bamar,Buddhist
Pyithu Hluttaw,Bago,,,,,,,101,MMR007013,Oktwin,114798,75959,3424,79383,69.15,3729,82,3811,U Nyi Nyi Myint,Union Solidarity and Development Party (USDP),23953,1617,25570,0.3384,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Pyithu Hluttaw,Bago,,,,,,,101,MMR007013,Oktwin,114798,75959,3424,79383,69.15,3729,82,3811,U Min Thein Zaw ,Democracy and Peace Party,427,31,458,0.0061,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Pyithu Hluttaw,Bago,,,,,,,101,MMR007013,Oktwin,114798,75959,3424,79383,69.15,3729,82,3811,U Myat Aung Lin,Myanmar Farmer Development Party,1265,58,1323,0.0175,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Pyithu Hluttaw,Bago,,,,,,,101,MMR007013,Oktwin,114798,75959,3424,79383,69.15,3729,82,3811,U Thet Naing,National Development Party,1700,56,1756,0.0232,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Pyithu Hluttaw,Bago,,,,,,,101,MMR007013,Oktwin,114798,75959,3424,79383,69.15,3729,82,3811,U Thein Swe,People's Party of Myanmar Farmers and Workers,667,19,686,0.0091,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Pyithu Hluttaw,Bago,,,,,,,101,MMR007013,Oktwin,114798,75959,3424,79383,69.15,3729,82,3811,U Thein Win,National Unity Party (NUP),1358,71,1429,0.0189,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Pyithu Hluttaw,Bago,,,,,,,102,MMR007014,Htantabin,83764,55213,3126,58339,69.65,3521,65,3586,U Kyaw Kyaw Oo,Union Solidarity and Development Party (USDP),18214,1304,19518,0.3565,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Pyithu Hluttaw,Bago,,,,,,,102,MMR007014,Htantabin,83764,55213,3126,58339,69.65,3521,65,3586,U Zaw Win,National League for Democracy (NLD),27844,1465,29309,0.5353,U Zaw Win,Bago Region,Htantabin,National League for Democracy (NLD),M,1965,50,Eatable Oil Business,Business Owner,B.E (Mech),,B.E,Bachelor,Bamar,Buddhist,Thi Ri Ya Da Nar Ward,Urban  ,59,U Khin Maung,Bamar,Buddhist,Daw Tin Yee,Chinese-Bamar,Buddhist
Pyithu Hluttaw,Bago,,,,,,,102,MMR007014,Htantabin,83764,55213,3126,58339,69.65,3521,65,3586,Daw Nan Win Kyi,Pao National Organisation (PNO),3562,263,3825,0.0699,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Pyithu Hluttaw,Bago,,,,,,,102,MMR007014,Htantabin,83764,55213,3126,58339,69.65,3521,65,3586,U Maung Soe,National Unity Party (NUP),606,41,647,0.0118,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Pyithu Hluttaw,Bago,,,,,,,102,MMR007014,Htantabin,83764,55213,3126,58339,69.65,3521,65,3586,U Win Shwe,National Development Party,1033,33,1066,0.0195,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Pyithu Hluttaw,Bago,,,,,,,102,MMR007014,Htantabin,83764,55213,3126,58339,69.65,3521,65,3586,U Than Soe,Myanmar Farmer Development Party,368,20,388,0.0071,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Pyithu Hluttaw,Bago,,,,,,,103,MMR008001,Pyay,173718,126116,9119,135235,77.85,6107,0,6107,U Kyi Win,National Development Party,2604,183,2787,0.0216,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Pyithu Hluttaw,Bago,,,,,,,103,MMR008001,Pyay,173718,126116,9119,135235,77.85,6107,0,6107,Dr.Khin Soe Soe Kyi,National League for Democracy (NLD),85883,4825,90708,0.7025,Dr.Khin Soe Soe Kyi,Bago Region,Pyay,National League for Democracy (NLD),F,1969,46,"Private Clinic, Rice Miller Business",Business Owner,M.B.B.S(Ygn)? Dip-Med.Sc(Hosp.Admin),,M.B.B.S and Diploma,M.B.B.S,Bamar,Buddhist,"Ah Nauk Paing Ward, Paungdale",Urban  ,256,U Soe Myint,Bamar,Buddhist,Daw Tin Kyi,Bamar,Buddhist
Pyithu Hluttaw,Bago,,,,,,,103,MMR008001,Pyay,173718,126116,9119,135235,77.85,6107,0,6107,U Myint Thaung,Myanmar Farmer Development Party,1074,74,1148,0.0089,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Pyithu Hluttaw,Bago,,,,,,,103,MMR008001,Pyay,173718,126116,9119,135235,77.85,6107,0,6107,U Win Myint,Union Solidarity and Development Party (USDP),28103,3798,31901,0.247,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Pyithu Hluttaw,Bago,,,,,,,103,MMR008001,Pyay,173718,126116,9119,135235,77.85,6107,0,6107,U Thar Htoo,National Unity Party (NUP),1850,200,2050,0.0159,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Pyithu Hluttaw,Bago,,,,,,,103,MMR008001,Pyay,173718,126116,9119,135235,77.85,6107,0,6107,U Thein Zaw,The Union of Myanmar Federation of National Politic,495,39,534,0.0041,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Pyithu Hluttaw,Bago,,,,,,,104,MMR008002,Paukkhaung,92385,67465,4606,72071,78.01,2468,0,2468,U Tin Myint Maung,National Unity Party (NUP),1580,79,1659,0.0238,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Pyithu Hluttaw,Bago,,,,,,,104,MMR008002,Paukkhaung,92385,67465,4606,72071,78.01,2468,0,2468,Daw Ni Ni Don,National League for Democracy (NLD),37644,2163,39807,0.5719,Daw Ni Ni Don,Bago Region,Paukkhaung,National League for Democracy (NLD),F,1965,51,Store,Own Business,B.Com,,B.Com,Bachelor,Bamar,Buddhist,No. (3) Ward,Urban  ,994,U Saw Nay Doon,Bamar,Buddhist,Daw Than Khin,Bamar,Buddhist
