Lookup,Country,"RowIndex
(Caution: Do not change RowIndex number)",House,State_Region,SR_PCode,TS_PCode,Township,MIMU_Constituency_PCode,Constituency_Name,Constituency_Recode,RepEthnicGroup,Voters_TotalEligibleVoters,Voters_TicketVotes,Voters_EarlyVotes,Voters_Total,Voters_Percent,InvalidTicket_TotalInvalid,InvalidTicket_TotalLoss,InvalidTicket_TOTAL,FullName,Gender,PartyID,Party,ValidVote_Constituency_Total_Ticket,ValidVote_Constituency_Total_EarlyVote,ValidVote_Constituency_TOTAL,ValidVote_Candidate_Total_Ticket,ValidVote_Candidate_Total_EarlyVote,ValidVote_Candidate_TOTAL,ValidVote_PercentOfValid,Is_WinningCandidate,DataSource,PartyID,Party,Gender,DOB,Age,Occupation_Recoded,Occupation_Recoded1,Occupation_Recoded2,Education,Education_Recoded,Education_Highest,edhi_recode,Nationality,Religion,Ward_Village,PlaceOfResidence,Father,Father_Nationality,Father_Religion,Mother_Name,Mother_Nationality,Mother_Religion
Amyotha HluttawMon StateU Naing Tun Tun Naing14FALSE,Myanmar,580,Amyotha Hluttaw,Mon ,MMR011,,,"MMR011HLA004

HLA001",4,Amyothar_Mon_4,,127249,51948,4625,56573,0.4446,2285,651,2936,U Naing Tun Tun Naing,M,14,Mon National Party,49012,4625,53637,3412,245,3657,0.0682,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for Amyothar Hluttaw.xlsx,,,,,,,,,,,,,,,,,,,,,,
Amyotha HluttawMon StateU Maung Aye17FALSE,Myanmar,596,Amyotha Hluttaw,Mon ,MMR011,,,"MMR011HLA009

HLA001",9,Amyothar_Mon_9,,175938,92826,4070,96896,0.5507,7066,366,7432,U Maung Aye,M,17,The 88 Generation Students Youth (Union of Myanmar),85450,4014,89464,254,32,286,0.0032,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for Amyothar Hluttaw.xlsx,,,,,,,,,,,,,,,,,,,,,,
Amyotha HluttawRakhine StateU U Ba Saw79FALSE,Myanmar,627,Amyotha Hluttaw,Rakhine ,MMR012,,,"MMR012HLA004

HLA001",4,Amyothar_Rakhine_4,,141446,89795,5288,95083,0.6722,5607,82,5689,U U Ba Saw,M,79,Mro National Democracy Party (M.N.D.P),84106,5288,89394,3275,141,3416,0.0382,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for Amyothar Hluttaw.xlsx,,,,,,,,,,,,,,,,,,,,,,
Amyotha HluttawRakhine StateDaw San Ma Nyo79FALSE,Myanmar,632,Amyotha Hluttaw,Rakhine ,MMR012,,,"MMR012HLA005

HLA001",5,Amyothar_Rakhine_5,,130730,84268,5371,89639,0.6857,5889,551,6440,Daw San Ma Nyo,F,79,Mro National Democracy Party (M.N.D.P),77828,5371,83199,5638,433,6071,0.073,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for Amyothar Hluttaw.xlsx,,,,,,,,,,,,,,,,,,,,,,
Amyotha HluttawRakhine StateU Hla Thar Tun2FALSE,Myanmar,623,Amyotha Hluttaw,Rakhine ,MMR012,,,"MMR012HLA004

HLA001",4,Amyothar_Rakhine_4,,141446,89795,5288,95083,0.6722,5607,82,5689,U Hla Thar Tun,M,2,Union Solidarity and Development Party (USDP),84106,5288,89394,9429,1307,10736,0.1201,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for Amyothar Hluttaw.xlsx,,,,,,,,,,,,,,,,,,,,,,
Amyotha HluttawRakhine StateU Aung Kyaw Win@Kyaw Win Chay1FALSE,Myanmar,624,Amyotha Hluttaw,Rakhine ,MMR012,,,"MMR012HLA002

HLA001",2,Amyothar_Rakhine_2,,98159,60952,1408,62360,0.6353,5749,121,5870,U Aung Kyaw Win@Kyaw Win Chay,M,1,National League for Democracy (NLD),55082,1408,56490,1999,47,2046,0.0362,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for Amyothar Hluttaw.xlsx,,,,,,,,,,,,,,,,,,,,,,
Amyotha HluttawRakhine StateU Khin Mg Lat11TRUE,Myanmar,625,Amyotha Hluttaw,Rakhine ,MMR012,,,"MMR012HLA003

HLA001",3,Amyothar_Rakhine_3,,182685,110051,5404,115455,0.632,9511,100,9611,U Khin Mg Lat,M,11,Arakan National Party,100440,5404,105844,67936,3014,70950,0.6703,TRUE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for Amyothar Hluttaw.xlsx,11,Arakan National Party,M,19680,62,Member of Parliament,Politician,Politician,M.Sc (Final year),M.Sc ,Master,Master,Rakhine,Buddhist,Kyay Pin Gyi Ward,Urban,U Kyaw Thaung (deceased),Rakhine,Buddhist,Daw Saw Thar Phyu ,Rakhine,Buddhist
Amyotha HluttawRakhine StateU Tin Nyo11FALSE,Myanmar,626,Amyotha Hluttaw,Rakhine ,MMR012,,,"MMR012HLA012
HLA001",12,Amyothar_Rakhine_12,,243019,172763,10339,183102,0.7534,11641,553,12194,U Tin Nyo,M,11,Arakan National Party,160625,10283,170908,38013,2212,40225,0.2354,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for Amyothar Hluttaw.xlsx,,,,,,,,,,,,,,,,,,,,,,
Amyotha HluttawRakhine StateU Ni Aung Kyaw3FALSE,Myanmar,650,Amyotha Hluttaw,Rakhine ,MMR012,,,"MMR012HLA001

HLA001",1,Amyothar_Rakhine_1,,103946,64922,4946,69868,0.6722,3448,330,3778,U Ni Aung Kyaw,M,3,National Unity Party (NUP),61144,4946,66090,1377,109,1486,0.0225,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for Amyothar Hluttaw.xlsx,,,,,,,,,,,,,,,,,,,,,,
Amyotha HluttawRakhine StateU Mg Kyaw Zan3FALSE,Myanmar,628,Amyotha Hluttaw,Rakhine ,MMR012,,,"MMR012HLA006

HLA001",6,Amyothar_Rakhine_6,,204429,131730,5832,137562,0.6729,11805,311,12116,U Mg Kyaw Zan,M,3,National Unity Party (NUP),119614,5832,125446,3763,128,3891,0.031,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for Amyothar Hluttaw.xlsx,,,,,,,,,,,,,,,,,,,,,,
Amyotha HluttawRakhine StateU Maung Mya5FALSE,Myanmar,629,Amyotha Hluttaw,Rakhine ,MMR012,,,"MMR012HLA002

HLA001",2,Amyothar_Rakhine_2,,98159,60952,1408,62360,0.6353,5749,121,5870,U Maung Mya,M,5,Individual,55082,1408,56490,476,41,517,0.0092,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for Amyothar Hluttaw.xlsx,,,,,,,,,,,,,,,,,,,,,,
Amyotha HluttawRakhine StateU Mg Myint Shwe1FALSE,Myanmar,631,Amyotha Hluttaw,Rakhine ,MMR012,,,"MMR012HLA006

HLA001",6,Amyothar_Rakhine_6,,204429,131730,5832,137562,0.6729,11805,311,12116,U Mg Myint Shwe,M,1,National League for Democracy (NLD),119614,5832,125446,11388,304,11692,0.0932,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for Amyothar Hluttaw.xlsx,,,,,,,,,,,,,,,,,,,,,,
Amyotha HluttawRakhine StateU Soe Win1TRUE,Myanmar,639,Amyotha Hluttaw,Rakhine ,MMR012,,,"MMR012HLA012
HLA001",12,Amyothar_Rakhine_12,,243019,172763,10339,183102,0.7534,11641,553,12194,U Soe Win,M,1,National League for Democracy (NLD),160625,10283,170908,72772,3279,76051,0.445,TRUE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for Amyothar Hluttaw.xlsx,1,National League for Democracy (NLD),M,21115,58,Coconut orchard,Agriculture,Own business,B.A (Philosophy),B.A ,Bachelor,Bachelor,Rakhine,Buddhist,Rahine Ku Toe Village Tract,Rural,U Lay Maung , Rakhine,Buddhist,Daw Thaung Tin ,Rakhine,Buddhist
Amyotha HluttawRakhine StateDaw Myo Myint Myint Myat1FALSE,Myanmar,633,Amyotha Hluttaw,Rakhine ,MMR012,,,MMR012HLA007,7,Amyothar_Rakhine_7,,11380,8158,982,9140,0.8032,1145,19,1164,Daw Myo Myint Myint Myat,F,1,National League for Democracy (NLD),6994,982,7976,344,123,467,0.0586,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for Amyothar Hluttaw.xlsx,,,,,,,,,,,,,,,,,,,,,,
Amyotha HluttawRakhine StateU Zaw Lay1FALSE,Myanmar,634,Amyotha Hluttaw,Rakhine ,MMR012,,,"MMR012HLA009

HLA001",9,Amyothar_Rakhine_9,,36069,24279,4889,29168,0.8087,2307,194,2501,U Zaw Lay,M,1,National League for Democracy (NLD),21867,4800,26667,1517,129,1646,0.0617,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for Amyothar Hluttaw.xlsx,,,,,,,,,,,,,,,,,,,,,,
Amyotha HluttawRakhine StateU Myint Mg38FALSE,Myanmar,635,Amyotha Hluttaw,Rakhine ,MMR012,,,"MMR012HLA010
HLA001",10,Amyothar_Rakhine_10,,156374,98851,5249,104100,0.6657,8467,2708,11175,U Myint Mg,M,38,Rakhine State National United Party,87676,5249,92925,6011,189,6200,0.0667,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for Amyothar Hluttaw.xlsx,,,,,,,,,,,,,,,,,,,,,,
Amyotha HluttawRakhine StateU Aung Sein Tun1FALSE,Myanmar,636,Amyotha Hluttaw,Rakhine ,MMR012,,,"MMR012HLA003

HLA001",3,Amyothar_Rakhine_3,,182685,110051,5404,115455,0.632,9511,100,9611,U Aung Sein Tun,M,1,National League for Democracy (NLD),100440,5404,105844,10178,386,10564,0.0998,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for Amyothar Hluttaw.xlsx,,,,,,,,,,,,,,,,,,,,,,
Amyotha HluttawRakhine StateU Mg Thar Khin2FALSE,Myanmar,637,Amyotha Hluttaw,Rakhine ,MMR012,,,"MMR012HLA007

HLA001",8,Amyothar_Rakhine_8,,12628,8058,1705,9763,0.7731,322,5,327,U Mg Thar Khin,M,2,Union Solidarity and Development Party (USDP),7815,1621,9436,2454,887,3341,0.3541,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for Amyothar Hluttaw.xlsx,,,,,,,,,,,,,,,,,,,,,,
Amyotha HluttawRakhine StateU Tun Thein5FALSE,Myanmar,638,Amyotha Hluttaw,Rakhine ,MMR012,,,"MMR012HLA002

HLA001",2,Amyothar_Rakhine_2,,98159,60952,1408,62360,0.6353,5749,121,5870,U Tun Thein,M,5,Individual,55082,1408,56490,2538,141,2679,0.0474,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for Amyothar Hluttaw.xlsx,,,,,,,,,,,,,,,,,,,,,,
Amyotha HluttawRakhine StateU Kyal Thar Tun1FALSE,Myanmar,630,Amyotha Hluttaw,Rakhine ,MMR012,,,"MMR012HLA007

HLA001",8,Amyothar_Rakhine_8,,12628,8058,1705,9763,0.7731,322,5,327,U Kyal Thar Tun,M,1,National League for Democracy (NLD),7815,1621,9436,396,180,576,0.061,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for Amyothar Hluttaw.xlsx,,,,,,,,,,,,,,,,,,,,,,
Amyotha HluttawRakhine StateU Thar Tun Aye40FALSE,Myanmar,654,Amyotha Hluttaw,Rakhine ,MMR012,,,"MMR012HLA004

HLA001",4,Amyothar_Rakhine_4,,141446,89795,5288,95083,0.6722,5607,82,5689,U Thar Tun Aye,M,40,Arakan Patriot Party,84106,5288,89394,1016,76,1092,0.0122,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for Amyothar Hluttaw.xlsx,,,,,,,,,,,,,,,,,,,,,,
Amyotha HluttawRakhine StateU Nyo Hla Phyu3FALSE,Myanmar,622,Amyotha Hluttaw,Rakhine ,MMR012,,,"MMR012HLA002

HLA001",2,Amyothar_Rakhine_2,,98159,60952,1408,62360,0.6353,5749,121,5870,U Nyo Hla Phyu,M,3,National Unity Party (NUP),55082,1408,56490,1551,40,1591,0.0282,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for Amyothar Hluttaw.xlsx,,,,,,,,,,,,,,,,,,,,,,
Amyotha HluttawRakhine StateU Aung Than5FALSE,Myanmar,617,Amyotha Hluttaw,Rakhine ,MMR012,,,"MMR012HLA010
HLA001",10,Amyothar_Rakhine_10,,156374,98851,5249,104100,0.6657,8467,2708,11175,U Aung Than,M,5,Individual,87676,5249,92925,3313,83,3396,0.0365,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for Amyothar Hluttaw.xlsx,,,,,,,,,,,,,,,,,,,,,,
Amyotha HluttawRakhine StateU Kyaw Thein2TRUE,Myanmar,665,Amyotha Hluttaw,Rakhine ,MMR012,,,MMR012HLA007,7,Amyothar_Rakhine_7,,11380,8158,982,9140,0.8032,1145,19,1164,U Kyaw Thein,M,2,Union Solidarity and Development Party (USDP),6994,982,7976,3471,616,4087,0.5124,TRUE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for Amyothar Hluttaw.xlsx,2,Union Solidarity and Development Party (USDP),M,19794,61,"Deputy-Chairman (1), Border Merchants Association, Maungdaw",Business owner,Business owner,LL.B,LL.B ,Bachelor,Bachelor,Rakhine,Buddhist,Myo Ma North Ward,Urban,U Aung Shwe Sein ,Rakhine,Buddhist,Daw Ma Thein Khaing ,Rakhine,Buddhist
Amyotha HluttawRakhine StateU Kyaw Than11TRUE,Myanmar,664,Amyotha Hluttaw,Rakhine ,MMR012,,,"MMR012HLA010
HLA001",10,Amyothar_Rakhine_10,,156374,98851,5249,104100,0.6657,8467,2708,11175,U Kyaw Than,M,11,Arakan National Party,87676,5249,92925,34064,1294,35358,0.3805,TRUE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for Amyothar Hluttaw.xlsx,11,Arakan National Party,M,20796,59,Sewing business,Business owner,Own business,Grade 11,B.E.H.S,B.E.H.S,High School,Rakhine,Buddhist,Rakhine Pite Seik,Rural,U Phyu Kalay ,Rakhine,Buddhist,Daw May Mya ,Rakhine,Buddhist
Amyotha HluttawRakhine StateU Kyaw Kyaw11TRUE,Myanmar,663,Amyotha Hluttaw,Rakhine ,MMR012,,,"MMR012HLA004

HLA001",4,Amyothar_Rakhine_4,,141446,89795,5288,95083,0.6722,5607,82,5689,U Kyaw Kyaw,M,11,Arakan National Party,84106,5288,89394,60375,3302,63677,0.7123,TRUE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for Amyothar Hluttaw.xlsx,11,Arakan National Party,M,18452,65,Senior Assistant Teacher (Retired),Retired,Retired government servant,LL.B,LL.B ,Bachelor,Bachelor,Rakhine,Buddhist,Bandoola Ward,Urban,U Maung Thar Wai ,Rakhine,Buddhist,Daw Sein Nyunt Phyu ,Rakhine,Buddhist
Amyotha HluttawRakhine StateU Mg Mae11FALSE,Myanmar,662,Amyotha Hluttaw,Rakhine ,MMR012,,,MMR012HLA007,7,Amyothar_Rakhine_7,,11380,8158,982,9140,0.8032,1145,19,1164,U Mg Mae,M,11,Arakan National Party,6994,982,7976,2859,234,3093,0.3878,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for Amyothar Hluttaw.xlsx,,,,,,,,,,,,,,,,,,,,,,
Amyotha HluttawRakhine StateU Mg Aye Tun2FALSE,Myanmar,661,Amyotha Hluttaw,Rakhine ,MMR012,,,"MMR012HLA009

HLA001",9,Amyothar_Rakhine_9,,36069,24279,4889,29168,0.8087,2307,194,2501,U Mg Aye Tun,M,2,Union Solidarity and Development Party (USDP),21867,4800,26667,7081,3301,10382,0.3893,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for Amyothar Hluttaw.xlsx,,,,,,,,,,,,,,,,,,,,,,
Amyotha HluttawRakhine StateU Ohn Tin5FALSE,Myanmar,660,Amyotha Hluttaw,Rakhine ,MMR012,,,"MMR012HLA010
HLA001",10,Amyothar_Rakhine_10,,156374,98851,5249,104100,0.6657,8467,2708,11175,U Ohn Tin,M,5,Individual,87676,5249,92925,942,32,974,0.0105,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for Amyothar Hluttaw.xlsx,,,,,,,,,,,,,,,,,,,,,,
Amyotha HluttawRakhine StateU Thet Tun Aung11TRUE,Myanmar,659,Amyotha Hluttaw,Rakhine ,MMR012,,,"MMR012HLA002

HLA001",2,Amyothar_Rakhine_2,,98159,60952,1408,62360,0.6353,5749,121,5870,U Thet Tun Aung,M,11,Arakan National Party,55082,1408,56490,38987,555,39542,0.7,TRUE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for Amyothar Hluttaw.xlsx,11,Arakan National Party,M,21717,56,"Member of Parliament, Constituency No. (2), Pauktaw Town",Politician,politician,Grade 9,B.E.M.S,B.E.M.S,Middle School,Rakhine,Buddhist,"West Ward, Pauk taw Myo",Urban,U Maung San Pwint ,Rakhine,Buddhist,Daw Sein Hla Oo ,Rakhine,Buddhist
Amyotha HluttawRakhine StateU Khin Mg Win3FALSE,Myanmar,658,Amyotha Hluttaw,Rakhine ,MMR012,,,"MMR012HLA012
HLA001",12,Amyothar_Rakhine_12,,243019,172763,10339,183102,0.7534,11641,553,12194,U Khin Mg Win,M,3,National Unity Party (NUP),160625,10283,170908,5751,212,5963,0.0349,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for Amyothar Hluttaw.xlsx,,,,,,,,,,,,,,,,,,,,,,
Amyotha HluttawRakhine StateU Thein Mg3FALSE,Myanmar,657,Amyotha Hluttaw,Rakhine ,MMR012,,,"MMR012HLA003

HLA001",3,Amyothar_Rakhine_3,,182685,110051,5404,115455,0.632,9511,100,9611,U Thein Mg,M,3,National Unity Party (NUP),100440,5404,105844,3551,143,3694,0.0349,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for Amyothar Hluttaw.xlsx,,,,,,,,,,,,,,,,,,,,,,
Amyotha HluttawRakhine StateU Aye Tun thar82FALSE,Myanmar,648,Amyotha Hluttaw,Rakhine ,MMR012,,,"MMR012HLA009

HLA001",9,Amyothar_Rakhine_9,,36069,24279,4889,29168,0.8087,2307,194,2501,U Aye Tun thar,M,82,Daingnet National Development Party (D.N.D.P),21867,4800,26667,2629,94,2723,0.1021,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for Amyothar Hluttaw.xlsx,,,,,,,,,,,,,,,,,,,,,,
Amyotha HluttawRakhine StateU San Ngwe2FALSE,Myanmar,655,Amyotha Hluttaw,Rakhine ,MMR012,,,"MMR012HLA003

HLA001",3,Amyothar_Rakhine_3,,182685,110051,5404,115455,0.632,9511,100,9611,U San Ngwe,M,2,Union Solidarity and Development Party (USDP),100440,5404,105844,14822,1732,16554,0.1564,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for Amyothar Hluttaw.xlsx,,,,,,,,,,,,,,,,,,,,,,
Amyotha HluttawRakhine StateU Oo Ba Thein2FALSE,Myanmar,640,Amyotha Hluttaw,Rakhine ,MMR012,,,"MMR012HLA006

HLA001",6,Amyothar_Rakhine_6,,204429,131730,5832,137562,0.6729,11805,311,12116,U Oo Ba Thein,M,2,Union Solidarity and Development Party (USDP),119614,5832,125446,27741,2435,30176,0.2405,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for Amyothar Hluttaw.xlsx,,,,,,,,,,,,,,,,,,,,,,
Amyotha HluttawRakhine StateU Khin Mg Win38FALSE,Myanmar,653,Amyotha Hluttaw,Rakhine ,MMR012,,,"MMR012HLA012
HLA001",12,Amyothar_Rakhine_12,,243019,172763,10339,183102,0.7534,11641,553,12194,U Khin Mg Win,M,38,Rakhine State National United Party,160625,10283,170908,6159,283,6442,0.0377,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for Amyothar Hluttaw.xlsx,,,,,,,,,,,,,,,,,,,,,,
Amyotha HluttawRakhine StateU Tar San1FALSE,Myanmar,652,Amyotha Hluttaw,Rakhine ,MMR012,,,"MMR012HLA001

HLA001",1,Amyothar_Rakhine_1,,103946,64922,4946,69868,0.6722,3448,330,3778,U Tar San,M,1,National League for Democracy (NLD),61144,4946,66090,1737,288,2025,0.0306,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for Amyothar Hluttaw.xlsx,,,,,,,,,,,,,,,,,,,,,,
Amyotha HluttawRakhine StateU Tun Shwe2FALSE,Myanmar,651,Amyotha Hluttaw,Rakhine ,MMR012,,,"MMR012HLA005

HLA001",5,Amyothar_Rakhine_5,,130730,84268,5371,89639,0.6857,5889,551,6440,U Tun Shwe,M,2,Union Solidarity and Development Party (USDP),77828,5371,83199,12544,1761,14305,0.1719,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for Amyothar Hluttaw.xlsx,,,,,,,,,,,,,,,,,,,,,,
Amyotha HluttawRakhine StateU Oo Kyaw Thein5FALSE,Myanmar,649,Amyotha Hluttaw,Rakhine ,MMR012,,,"MMR012HLA004

HLA001",4,Amyothar_Rakhine_4,,141446,89795,5288,95083,0.6722,5607,82,5689,U Oo Kyaw Thein,M,5,Individual,84106,5288,89394,2423,100,2523,0.0282,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for Amyothar Hluttaw.xlsx,,,,,,,,,,,,,,,,,,,,,,
Amyotha HluttawRakhine StateU Oo Saw Hla2FALSE,Myanmar,647,Amyotha Hluttaw,Rakhine ,MMR012,,,"MMR012HLA002

HLA001",2,Amyothar_Rakhine_2,,98159,60952,1408,62360,0.6353,5749,121,5870,U Oo Saw Hla,M,2,Union Solidarity and Development Party (USDP),55082,1408,56490,7248,488,7736,0.1369,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for Amyothar Hluttaw.xlsx,,,,,,,,,,,,,,,,,,,,,,
Amyotha HluttawRakhine StateU Mg kyaw Zan11TRUE,Myanmar,646,Amyotha Hluttaw,Rakhine ,MMR012,,,"MMR012HLA009

HLA001",9,Amyothar_Rakhine_9,,36069,24279,4889,29168,0.8087,2307,194,2501,U Mg kyaw Zan,M,11,Arakan National Party,21867,4800,26667,10640,1276,11916,0.4468,TRUE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for Amyothar Hluttaw.xlsx,11,Arakan National Party,M,23728,51,Police officer (Retired),Retired,Retired government servant,B.A(Hist),B.A,Bachelor,Bachelor,Rakhine,Buddhist,Not Available,Not Available,U Pain Maung ,Rakhine,Buddhist,Daw Oo Sein Mya,Rakhine,Buddhist
Amyotha HluttawRakhine StateU Saw Thein Mg5FALSE,Myanmar,645,Amyotha Hluttaw,Rakhine ,MMR012,,,"MMR012HLA003

HLA001",3,Amyothar_Rakhine_3,,182685,110051,5404,115455,0.632,9511,100,9611,U Saw Thein Mg,M,5,Individual,100440,5404,105844,3953,129,4082,0.0386,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for Amyothar Hluttaw.xlsx,,,,,,,,,,,,,,,,,,,,,,
Amyotha HluttawRakhine StateU Poe Yi Aung2FALSE,Myanmar,644,Amyotha Hluttaw,Rakhine ,MMR012,,,"MMR012HLA012
HLA001",12,Amyothar_Rakhine_12,,243019,172763,10339,183102,0.7534,11641,553,12194,U Poe Yi Aung,M,2,Union Solidarity and Development Party (USDP),160625,10283,170908,36081,4248,40329,0.236,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for Amyothar Hluttaw.xlsx,,,,,,,,,,,,,,,,,,,,,,
Amyotha HluttawRakhine StateU Poe Tun Sein1FALSE,Myanmar,643,Amyotha Hluttaw,Rakhine ,MMR012,,,"MMR012HLA004

HLA001",4,Amyothar_Rakhine_4,,141446,89795,5288,95083,0.6722,5607,82,5689,U Poe Tun Sein,M,1,National League for Democracy (NLD),84106,5288,89394,2708,199,2907,0.0325,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for Amyothar Hluttaw.xlsx,,,,,,,,,,,,,,,,,,,,,,
Amyotha HluttawRakhine StateU Khin Mg Phyu1FALSE,Myanmar,642,Amyotha Hluttaw,Rakhine ,MMR012,,,"MMR012HLA010
HLA001",10,Amyothar_Rakhine_10,,156374,98851,5249,104100,0.6657,8467,2708,11175,U Khin Mg Phyu,M,1,National League for Democracy (NLD),87676,5249,92925,23112,920,24032,0.2586,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for Amyothar Hluttaw.xlsx,,,,,,,,,,,,,,,,,,,,,,
Amyotha HluttawRakhine StateU Aung Tun Nyo3FALSE,Myanmar,641,Amyotha Hluttaw,Rakhine ,MMR012,,,"MMR012HLA004

HLA001",4,Amyothar_Rakhine_4,,141446,89795,5288,95083,0.6722,5607,82,5689,U Aung Tun Nyo,M,3,National Unity Party (NUP),84106,5288,89394,3151,80,3231,0.0361,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for Amyothar Hluttaw.xlsx,,,,,,,,,,,,,,,,,,,,,,
